checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
<0DM,24.0,Existing_loans_paid_till_now,new_car,1285.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,unknown/no_property,32.0,none,rent,l1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,2.0,4.0
>200DM,6.0,Critical_acct_other_loans_existing,new_car,1299.0,<100DM,1_to_4yrs,1.0,male_single,None,1.0,real_estate,74.0,none,own,333,unemployed/unskilled_nonresident,2.0,No,no,2.0,0.0,0.0,2.0,0.0,1.0,1.0
>200DM,15.0,Critical_acct_other_loans_existing,radio/television,1271.0,Unknown_or_no_savings_acct,1_to_4yrs,3.0,male_single,None,4.0,unknown/no_property,39.0,none,for_free,m22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,2.0,-1.0,1.0,3.0
None,24.0,Existing_loans_paid_till_now,new_car,1393.0,<100DM,1_to_4yrs,2.0,male_single,guarantor,2.0,real_estate,31.0,none,own,lh1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,2.0
<0DM,12.0,Critical_acct_other_loans_existing,new_car,691.0,<100DM,>7yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,35.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
None,15.0,Critical_acct_other_loans_existing,new_car,5045.0,Unknown_or_no_savings_acct,>7yrs,1.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,59.0,none,own,a1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,1.0
<0DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,2124.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,24.0,none,rent,j22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,2214.0,<100DM,1_to_4yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,24.0,none,own,d1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
None,21.0,Critical_acct_other_loans_existing,new_car,12680.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,unknown/no_property,30.0,none,for_free,uf1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,-1.0,3.0,4.0
None,24.0,Critical_acct_other_loans_existing,new_car,2463.0,100_to_500DM,4_to_7yrs,4.0,male_married/widowed,None,3.0,building_society_savings_agreement/life_insurance,27.0,none,own,qf22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,2.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,1155.0,<100DM,>7yrs,3.0,male_married/widowed,guarantor,3.0,real_estate,40.0,bank,own,rk22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,3.0,3.0
<0DM,30.0,Existing_loans_paid_till_now,furniture/equipment,3108.0,<100DM,<1yr,2.0,male_divorced/separated,None,4.0,building_society_savings_agreement/life_insurance,31.0,none,own,s1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,0.0,2.0
None,10.0,Existing_loans_paid_till_now,used_car,2901.0,Unknown_or_no_savings_acct,<1yr,1.0,female_divorced/separated/married,None,4.0,real_estate,31.0,none,rent,tu1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,1.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,furniture/equipment,3617.0,<100DM,>7yrs,1.0,male_single,None,4.0,car_or_other_nonsavings,28.0,none,rent,333,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,3.0,1.0
None,12.0,Critical_acct_other_loans_existing,radio/television,1655.0,<100DM,>7yrs,2.0,male_single,None,4.0,real_estate,63.0,none,own,p22,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
<0DM,24.0,Existing_loans_paid_till_now,used_car,2812.0,Unknown_or_no_savings_acct,>7yrs,2.0,female_divorced/separated/married,None,4.0,real_estate,26.0,none,rent,s1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,-1.0,3.0,2.0
<0DM,36.0,Critical_acct_other_loans_existing,education,8065.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,unknown/no_property,25.0,none,own,w22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
None,21.0,Critical_acct_other_loans_existing,used_car,3275.0,<100DM,>7yrs,1.0,male_single,None,4.0,car_or_other_nonsavings,36.0,none,own,df1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,1.0
None,24.0,Critical_acct_other_loans_existing,radio/television,2223.0,100_to_500DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,52.0,bank,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,3.0,4.0
>200DM,12.0,Critical_acct_other_loans_existing,new_car,1480.0,500_to_1000DM,unemployed,2.0,male_single,None,4.0,unknown/no_property,66.0,bank,for_free,333,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,2.0,2.0,-1.0,2.0
<0DM,24.0,Existing_loans_paid_till_now,new_car,1371.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,25.0,none,rent,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,1.0,4.0
None,36.0,Critical_acct_other_loans_existing,new_car,3535.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,37.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
<0DM,18.0,Existing_loans_paid_till_now,radio/television,3509.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,guarantor,1.0,real_estate,25.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,2.0,4.0
None,36.0,Critical_acct_other_loans_existing,used_car,5711.0,>1000DM,>7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,38.0,none,own,f22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,3.0,4.0
0_to_200DM,18.0,Existing_loans_paid_till_now,repairs,3872.0,<100DM,unemployed,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,67.0,none,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,2.0
0_to_200DM,39.0,Critical_acct_other_loans_existing,radio/television,4933.0,<100DM,4_to_7yrs,2.0,male_single,guarantor,2.0,real_estate,25.0,none,own,qj22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,2.0,2.0
None,24.0,Critical_acct_other_loans_existing,new_car,1940.0,>1000DM,>7yrs,4.0,male_single,None,4.0,real_estate,60.0,none,own,y1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,3.0,4.0
0_to_200DM,12.0,No_loans_taken_or_all_paid,retraining,1410.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,31.0,none,own,1,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,836.0,100_to_500DM,<1yr,4.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,23.0,bank,own,st1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,0.0,4.0
0_to_200DM,20.0,Existing_loans_paid_till_now,used_car,6468.0,Unknown_or_no_savings_acct,unemployed,1.0,male_divorced/separated,None,4.0,real_estate,60.0,none,own,k1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,-1.0,1.0
0_to_200DM,18.0,Existing_loans_paid_till_now,business,1941.0,>1000DM,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,35.0,none,own,qg1,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,1.0,3.0,1.0,4.0
None,22.0,Existing_loans_paid_till_now,radio/television,2675.0,500_to_1000DM,>7yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,40.0,none,own,v1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,3.0,3.0
None,48.0,Critical_acct_other_loans_existing,used_car,2751.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,38.0,none,own,k22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
0_to_200DM,48.0,Delay_in_past,education,6224.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,50.0,none,for_free,gz1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,3.0,4.0
<0DM,40.0,Critical_acct_other_loans_existing,education,5998.0,<100DM,1_to_4yrs,4.0,male_single,None,3.0,unknown/no_property,27.0,bank,own,inu1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,21.0,Existing_loans_paid_till_now,business,1188.0,<100DM,>7yrs,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,39.0,none,own,kd1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,1.0,0.0,3.0,2.0
None,24.0,Existing_loans_paid_till_now,used_car,6313.0,Unknown_or_no_savings_acct,>7yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,41.0,none,own,f1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,3.0
None,6.0,Critical_acct_other_loans_existing,furniture/equipment,1221.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,male_married/widowed,None,2.0,building_society_savings_agreement/life_insurance,27.0,none,own,r22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,1.0
>200DM,24.0,Existing_loans_paid_till_now,furniture/equipment,2892.0,<100DM,>7yrs,3.0,male_divorced/separated,None,4.0,unknown/no_property,51.0,none,for_free,p1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,3.0,3.0
None,24.0,Existing_loans_paid_till_now,furniture/equipment,3062.0,500_to_1000DM,>7yrs,4.0,male_single,None,3.0,unknown/no_property,32.0,none,rent,dm1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,3.0,4.0
None,9.0,Existing_loans_paid_till_now,furniture/equipment,2301.0,100_to_500DM,<1yr,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,22.0,none,rent,a1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,0.0,2.0
<0DM,18.0,Existing_loans_paid_till_now,used_car,7511.0,Unknown_or_no_savings_acct,>7yrs,1.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,51.0,none,for_free,n1,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,0.0,-1.0,3.0,1.0
None,12.0,Critical_acct_other_loans_existing,furniture/equipment,1258.0,<100DM,<1yr,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,22.0,none,rent,w22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,2.0
None,24.0,Delay_in_past,new_car,717.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_married/widowed,None,4.0,car_or_other_nonsavings,54.0,none,own,b22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,new_car,1549.0,Unknown_or_no_savings_acct,<1yr,4.0,male_single,None,2.0,real_estate,35.0,none,own,vk1,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,0.0,4.0
None,24.0,Critical_acct_other_loans_existing,education,1597.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,54.0,none,for_free,22,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,radio/television,1795.0,<100DM,>7yrs,3.0,female_divorced/separated/married,guarantor,4.0,real_estate,48.0,bank,rent,vx22,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,3.0,3.0
<0DM,20.0,Critical_acct_other_loans_existing,furniture/equipment,4272.0,<100DM,>7yrs,1.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,24.0,none,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,1.0
None,12.0,Critical_acct_other_loans_existing,radio/television,976.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,35.0,none,own,w22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,7472.0,Unknown_or_no_savings_acct,unemployed,1.0,female_divorced/separated/married,None,2.0,real_estate,24.0,none,rent,rdg1,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,-1.0,1.0
<0DM,36.0,Existing_loans_paid_till_now,new_car,9271.0,<100DM,4_to_7yrs,2.0,male_single,None,1.0,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,2.0
0_to_200DM,6.0,Existing_loans_paid_till_now,radio/television,590.0,<100DM,<1yr,3.0,male_married/widowed,None,3.0,real_estate,26.0,none,own,vfj1,unskilled_resident,1.0,No,no,2.0,0.0,0.0,1.0,0.0,0.0,3.0
None,12.0,Critical_acct_other_loans_existing,radio/television,930.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,real_estate,65.0,none,own,4444,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
0_to_200DM,42.0,All_loans_paid_duly,used_car,9283.0,<100DM,unemployed,1.0,male_single,None,2.0,unknown/no_property,55.0,bank,for_free,i1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,1.0
0_to_200DM,15.0,No_loans_taken_or_all_paid,new_car,1778.0,<100DM,<1yr,2.0,female_divorced/separated/married,None,1.0,real_estate,26.0,none,rent,j22,unemployed/unskilled_nonresident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,2.0
0_to_200DM,8.0,Existing_loans_paid_till_now,business,907.0,<100DM,<1yr,3.0,male_married/widowed,None,2.0,real_estate,26.0,none,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,0.0,3.0
0_to_200DM,6.0,Existing_loans_paid_till_now,radio/television,484.0,<100DM,4_to_7yrs,3.0,male_married/widowed,guarantor,3.0,real_estate,28.0,bank,own,u1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,3.0
<0DM,36.0,Critical_acct_other_loans_existing,used_car,9629.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,24.0,none,own,dd22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
<0DM,48.0,Existing_loans_paid_till_now,domestic_appliances,3051.0,<100DM,1_to_4yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,54.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
<0DM,48.0,Existing_loans_paid_till_now,new_car,3931.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,unknown/no_property,46.0,none,for_free,1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
0_to_200DM,36.0,Delay_in_past,new_car,7432.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,54.0,none,rent,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
None,6.0,Existing_loans_paid_till_now,domestic_appliances,1338.0,500_to_1000DM,1_to_4yrs,1.0,male_divorced/separated,None,4.0,real_estate,62.0,none,own,td1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,1.0,1.0
None,6.0,Critical_acct_other_loans_existing,radio/television,1554.0,<100DM,4_to_7yrs,1.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,24.0,none,rent,aw22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,1.0
<0DM,36.0,Existing_loans_paid_till_now,other,15857.0,<100DM,unemployed,2.0,male_divorced/separated,co-applicant,3.0,car_or_other_nonsavings,43.0,none,own,ka1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,-1.0,2.0
<0DM,18.0,Existing_loans_paid_till_now,radio/television,1345.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,3.0,real_estate,26.0,bank,own,fw1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
None,12.0,Existing_loans_paid_till_now,new_car,1101.0,<100DM,1_to_4yrs,3.0,male_married/widowed,None,2.0,real_estate,27.0,none,own,gh22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
>200DM,12.0,Existing_loans_paid_till_now,radio/television,3016.0,<100DM,1_to_4yrs,3.0,male_married/widowed,None,1.0,car_or_other_nonsavings,24.0,none,own,mm1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,1.0,3.0
<0DM,36.0,Existing_loans_paid_till_now,furniture/equipment,2712.0,<100DM,>7yrs,2.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,41.0,bank,own,1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,2.0
<0DM,8.0,Critical_acct_other_loans_existing,new_car,731.0,<100DM,>7yrs,4.0,male_single,None,4.0,real_estate,47.0,none,own,k22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,18.0,Critical_acct_other_loans_existing,furniture/equipment,3780.0,<100DM,<1yr,3.0,male_divorced/separated,None,2.0,car_or_other_nonsavings,35.0,none,own,e22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,3.0
<0DM,21.0,Critical_acct_other_loans_existing,new_car,1602.0,<100DM,>7yrs,4.0,male_married/widowed,None,3.0,car_or_other_nonsavings,30.0,none,own,h22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
<0DM,18.0,Critical_acct_other_loans_existing,new_car,3966.0,<100DM,>7yrs,1.0,female_divorced/separated/married,None,4.0,real_estate,33.0,bank,rent,g333,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,1.0
None,18.0,No_loans_taken_or_all_paid,business,4165.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,36.0,stores,own,c22,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,-1.0,0.0,1.0,2.0
<0DM,36.0,Existing_loans_paid_till_now,used_car,8335.0,Unknown_or_no_savings_acct,>7yrs,3.0,male_single,None,4.0,unknown/no_property,47.0,none,for_free,o1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,3.0,3.0
0_to_200DM,48.0,Delay_in_past,business,6681.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,38.0,none,for_free,n1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,1.0,4.0
None,24.0,Delay_in_past,business,2375.0,500_to_1000DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,44.0,none,own,22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,1.0,4.0
<0DM,18.0,Existing_loans_paid_till_now,new_car,1216.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,23.0,none,rent,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
<0DM,45.0,No_loans_taken_or_all_paid,business,11816.0,<100DM,>7yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,29.0,none,rent,n22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,2.0
0_to_200DM,24.0,Existing_loans_paid_till_now,radio/television,5084.0,Unknown_or_no_savings_acct,>7yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,3.0,2.0
>200DM,15.0,Existing_loans_paid_till_now,radio/television,2327.0,<100DM,<1yr,2.0,female_divorced/separated/married,None,3.0,real_estate,25.0,none,own,y1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,2.0,0.0,0.0,2.0
<0DM,12.0,No_loans_taken_or_all_paid,new_car,1082.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,48.0,bank,own,f22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
None,12.0,Existing_loans_paid_till_now,radio/television,886.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,21.0,none,own,g1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,4.0,Existing_loans_paid_till_now,furniture/equipment,601.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,3.0,real_estate,23.0,none,rent,1,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,1.0
<0DM,24.0,Critical_acct_other_loans_existing,used_car,2957.0,<100DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,63.0,none,own,c22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,24.0,Critical_acct_other_loans_existing,radio/television,2611.0,<100DM,>7yrs,4.0,male_married/widowed,co-applicant,3.0,real_estate,46.0,none,own,jt22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,36.0,Existing_loans_paid_till_now,furniture/equipment,5179.0,<100DM,4_to_7yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,29.0,none,own,yl1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
None,21.0,Delay_in_past,used_car,2993.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,real_estate,28.0,stores,own,ia22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
None,18.0,Existing_loans_paid_till_now,repairs,1943.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,real_estate,23.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,0.0,4.0
None,24.0,All_loans_paid_duly,business,1559.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,50.0,bank,own,y1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
None,18.0,Existing_loans_paid_till_now,furniture/equipment,3422.0,<100DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,47.0,bank,own,333,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
0_to_200DM,21.0,Existing_loans_paid_till_now,furniture/equipment,3976.0,Unknown_or_no_savings_acct,4_to_7yrs,2.0,male_single,None,3.0,car_or_other_nonsavings,35.0,none,own,tw1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,2.0,2.0
None,18.0,Existing_loans_paid_till_now,new_car,6761.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,68.0,none,rent,yh22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,-1.0,1.0,2.0
None,24.0,Existing_loans_paid_till_now,new_car,1249.0,<100DM,<1yr,4.0,male_married/widowed,None,2.0,real_estate,28.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
<0DM,9.0,Existing_loans_paid_till_now,radio/television,1364.0,<100DM,4_to_7yrs,3.0,male_single,None,4.0,real_estate,59.0,none,own,x1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,2.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,radio/television,709.0,<100DM,>7yrs,4.0,male_single,None,4.0,real_estate,57.0,stores,own,1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
<0DM,20.0,Critical_acct_other_loans_existing,new_car,2235.0,<100DM,1_to_4yrs,4.0,male_married/widowed,guarantor,2.0,building_society_savings_agreement/life_insurance,33.0,bank,rent,22,skilled_employee/official,1.0,No,no,1.0,1.0,0.0,0.0,0.0,1.0,4.0
None,24.0,Critical_acct_other_loans_existing,used_car,4042.0,Unknown_or_no_savings_acct,4_to_7yrs,3.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,43.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,3.0
None,15.0,Critical_acct_other_loans_existing,radio/television,1471.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,35.0,none,for_free,h22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
<0DM,18.0,All_loans_paid_duly,new_car,1442.0,<100DM,4_to_7yrs,4.0,male_single,None,4.0,unknown/no_property,32.0,none,for_free,p22,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
None,36.0,Delay_in_past,new_car,10875.0,<100DM,>7yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,45.0,none,own,l22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
None,24.0,Existing_loans_paid_till_now,new_car,1474.0,100_to_500DM,<1yr,4.0,male_married/widowed,None,3.0,real_estate,33.0,none,own,mo1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,0.0,4.0
None,10.0,Existing_loans_paid_till_now,retraining,894.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,female_divorced/separated/married,None,3.0,building_society_savings_agreement/life_insurance,40.0,none,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
None,15.0,Critical_acct_other_loans_existing,furniture/equipment,3343.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,unknown/no_property,28.0,none,for_free,f1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
